latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.86,2.3399997,50.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (km/h),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),weather_code (wmo code),surface_pressure (hPa),apparent_temperature (°C),precipitation_probability (%)
2025-05-21T21:00,12.0,8.2,85,0.50,100,61,1009.6,10.7,NaN
2025-05-21T22:00,11.5,9.7,88,2.50,100,63,1009.4,10.0,NaN
2025-05-21T23:00,11.9,11.6,87,0.20,100,61,1009.0,10.1,NaN
2025-05-22T00:00,12.1,9.2,88,0.00,100,3,1009.5,10.9,NaN
2025-05-22T01:00,11.9,13.1,80,0.00,100,3,1009.7,9.6,NaN
2025-05-22T02:00,10.9,13.2,79,0.00,95,3,1010.0,8.3,NaN
2025-05-22T03:00,9.8,13.0,83,0.00,50,3,1010.0,7.2,NaN
2025-05-22T04:00,9.3,10.7,83,0.00,82,2,1010.2,6.8,NaN
2025-05-22T05:00,9.1,11.3,82,0.00,39,1,1011.0,6.5,NaN
2025-05-22T06:00,9.8,9.8,81,0.00,67,2,1011.5,7.5,NaN
2025-05-22T07:00,10.9,11.8,72,0.00,74,2,1012.1,8.2,NaN
2025-05-22T08:00,11.9,11.2,65,0.00,63,2,1012.2,9.1,NaN
2025-05-22T09:00,12.9,13.6,61,0.00,84,2,1012.4,9.8,NaN
2025-05-22T10:00,14.4,12.3,55,0.00,87,2,1012.7,12.2,NaN
2025-05-22T11:00,15.8,11.3,50,0.00,9,1,1012.6,14.4,NaN
2025-05-22T12:00,16.8,9.2,50,0.00,40,0,1011.9,16.5,NaN
2025-05-22T13:00,18.1,9.7,44,0.00,38,1,1011.7,17.4,NaN
2025-05-22T14:00,18.6,10.9,42,0.00,16,2,1011.6,17.0,NaN
2025-05-22T15:00,19.7,12.3,36,0.00,89,3,1011.1,16.5,NaN
2025-05-22T16:00,19.5,12.7,36,0.00,87,3,1010.5,16.3,NaN
2025-05-22T17:00,19.3,13.3,40,0.00,58,2,1010.6,16.3,NaN
2025-05-22T18:00,18.8,11.6,38,0.00,51,2,1010.7,15.8,NaN
2025-05-22T19:00,18.0,11.5,41,0.00,83,3,1011.5,15.0,NaN
2025-05-22T20:00,16.4,12.1,44,0.00,64,2,1012.1,13.2,NaN
2025-05-22T21:00,14.7,11.8,56,0.00,96,3,1012.6,12.0,NaN
2025-05-22T22:00,13.7,10.6,60,0.00,100,3,1012.8,11.1,NaN
2025-05-22T23:00,12.7,9.3,63,0.00,72,2,1012.9,10.3,NaN
2025-05-23T00:00,11.9,8.8,64,0.00,3,1,1013.5,9.4,NaN
2025-05-23T01:00,10.9,7.8,64,0.00,8,1,1013.7,8.4,NaN
2025-05-23T02:00,10.0,8.1,63,0.00,5,0,1013.9,7.3,NaN
2025-05-23T03:00,9.2,7.3,66,0.00,28,1,1013.3,6.5,NaN
2025-05-23T04:00,8.7,5.9,67,0.00,29,1,1013.6,6.2,NaN
2025-05-23T05:00,8.3,4.7,69,0.00,0,0,1014.0,6.0,NaN
2025-05-23T06:00,9.3,5.0,68,0.00,0,0,1014.4,7.1,NaN
2025-05-23T07:00,10.5,6.4,64,0.00,0,0,1014.4,8.2,NaN
2025-05-23T08:00,12.0,7.9,54,0.00,0,0,1014.6,9.3,NaN
2025-05-23T09:00,13.5,9.6,41,0.00,0,0,1014.8,10.8,NaN
2025-05-23T10:00,14.4,8.7,41,0.00,21,1,1014.9,12.6,NaN
2025-05-23T11:00,15.3,8.7,41,0.00,27,1,1015.0,14.2,NaN
2025-05-23T12:00,16.4,7.6,36,0.00,3,1,1014.3,15.4,NaN
2025-05-23T13:00,17.6,10.1,33,0.00,10,1,1013.5,16.1,NaN
2025-05-23T14:00,17.8,11.7,29,0.00,33,2,1013.5,15.0,NaN
2025-05-23T15:00,17.8,9.6,31,0.00,79,2,1013.2,14.9,NaN
2025-05-23T16:00,18.3,12.9,30,0.00,100,2,1012.9,14.4,NaN
2025-05-23T17:00,18.3,12.3,30,0.00,100,2,1012.9,14.4,NaN
2025-05-23T18:00,17.6,6.6,31,0.00,98,3,1013.4,14.5,NaN
2025-05-23T19:00,17.0,6.4,34,0.00,90,3,1013.7,14.1,NaN
2025-05-23T20:00,16.4,5.0,35,0.00,100,3,1013.8,13.7,NaN
2025-05-23T21:00,15.0,5.7,41,0.00,100,3,1014.5,12.4,NaN
2025-05-23T22:00,13.9,7.6,50,0.00,0,0,1014.1,11.3,NaN
2025-05-23T23:00,13.4,5.8,51,0.00,76,2,1014.3,11.1,NaN
2025-05-24T00:00,12.4,5.4,59,0.00,44,3,1014.3,10.3,NaN
2025-05-24T01:00,12.1,5.8,59,0.00,68,2,1014.1,9.9,NaN
2025-05-24T02:00,11.8,4.0,61,0.00,79,2,1013.6,9.9,NaN
2025-05-24T03:00,11.2,4.7,64,0.00,67,3,1013.2,9.2,NaN
2025-05-24T04:00,11.1,3.6,65,0.00,82,2,1013.3,9.3,NaN
2025-05-24T05:00,11.2,4.5,65,0.00,85,2,1013.0,9.3,NaN
2025-05-24T06:00,12.1,4.7,63,0.00,98,3,1013.0,10.2,NaN
2025-05-24T07:00,13.5,6.1,58,0.00,100,3,1012.7,11.4,NaN
2025-05-24T08:00,14.3,7.9,60,0.00,100,61,1013.1,12.3,NaN
2025-05-24T09:00,16.1,10.4,56,0.00,100,61,1012.6,13.9,NaN
2025-05-24T10:00,16.2,12.3,59,0.10,95,61,1012.7,13.9,NaN
2025-05-24T11:00,16.1,12.4,55,0.10,100,61,1012.2,13.5,NaN
2025-05-24T12:00,17.5,14.1,50,0.00,100,3,1011.6,14.7,NaN
2025-05-24T13:00,19.1,13.2,46,0.00,100,3,1011.0,16.5,NaN
2025-05-24T14:00,19.2,13.8,50,0.00,100,3,1010.8,16.8,NaN
2025-05-24T15:00,20.1,13.7,48,0.00,100,3,1010.2,17.8,NaN
2025-05-24T16:00,20.5,12.8,46,0.00,100,3,1010.5,18.2,NaN
2025-05-24T17:00,20.4,12.6,51,0.00,100,3,1010.2,18.5,NaN
2025-05-24T18:00,19.9,12.7,50,0.00,100,3,1010.1,17.8,NaN
2025-05-24T19:00,19.5,8.4,54,0.00,100,3,1010.2,18.2,NaN
2025-05-24T20:00,18.8,5.4,59,0.00,98,3,1010.6,18.2,NaN
2025-05-24T21:00,18.7,6.0,62,0.00,100,3,1010.9,18.2,NaN
2025-05-24T22:00,18.2,7.9,63,0.00,90,3,1010.6,17.3,NaN
2025-05-24T23:00,17.6,10.5,67,0.00,97,3,1009.9,16.5,NaN
2025-05-25T00:00,17.2,12.3,72,0.00,99,3,1009.8,16.0,NaN
2025-05-25T01:00,16.3,12.5,77,0.00,91,3,1009.1,15.2,NaN
2025-05-25T02:00,15.8,12.0,79,0.00,100,3,1008.9,14.8,NaN
2025-05-25T03:00,15.9,12.5,80,0.00,100,3,1009.3,14.8,NaN
2025-05-25T04:00,15.7,13.2,81,0.00,99,3,1008.8,14.5,NaN
2025-05-25T05:00,15.8,14.5,79,0.00,100,3,1008.7,14.3,NaN
2025-05-25T06:00,15.7,14.6,82,0.20,96,80,1008.4,14.4,NaN
2025-05-25T07:00,15.8,15.6,82,0.10,93,61,1008.1,14.4,NaN
2025-05-25T08:00,16.5,19.5,78,0.00,99,3,1008.7,14.5,NaN
2025-05-25T09:00,17.4,17.3,74,0.00,100,3,1008.2,15.7,NaN
2025-05-25T10:00,17.9,17.9,71,0.20,100,80,1008.6,16.1,NaN
2025-05-25T11:00,19.3,18.0,64,0.00,100,3,1007.8,17.4,NaN
2025-05-25T12:00,18.5,21.7,74,0.50,100,61,1007.9,16.5,NaN
2025-05-25T13:00,19.7,17.3,70,0.20,76,80,1007.7,18.5,NaN
2025-05-25T14:00,20.9,16.1,60,0.00,100,3,1007.5,19.9,NaN
2025-05-25T15:00,20.5,16.2,55,0.00,100,80,1008.3,18.5,NaN
2025-05-25T16:00,20.1,18.9,51,0.00,70,2,1008.9,17.2,NaN
2025-05-25T17:00,19.7,17.3,48,0.00,100,3,1009.1,16.8,NaN
2025-05-25T18:00,18.5,17.8,54,0.00,100,3,1009.5,15.6,NaN
2025-05-25T19:00,17.5,13.9,57,0.00,100,3,1010.6,15.2,NaN
2025-05-25T20:00,16.5,13.8,54,0.00,70,2,1011.2,13.8,NaN
2025-05-25T21:00,16.0,12.1,57,0.00,100,2,1011.9,13.6,NaN
2025-05-25T22:00,15.1,10.9,59,0.00,96,3,1012.2,12.8,NaN
2025-05-25T23:00,14.4,9.4,63,0.00,64,2,1012.6,12.4,NaN
2025-05-26T00:00,13.7,11.6,66,0.00,42,2,1012.5,11.4,NaN
2025-05-26T01:00,13.0,11.2,70,0.00,100,3,1012.8,10.8,NaN
2025-05-26T02:00,12.2,9.8,75,0.00,0,0,1012.8,10.2,NaN
2025-05-26T03:00,11.5,9.0,77,0.00,1,0,1014.2,9.6,NaN
2025-05-26T04:00,11.0,8.7,80,0.00,3,0,1013.7,9.2,NaN
2025-05-26T05:00,10.9,7.6,81,0.00,46,2,1014.5,9.2,NaN
2025-05-26T06:00,12.2,8.4,78,0.00,72,2,1014.8,10.5,NaN
2025-05-26T07:00,13.5,10.5,73,0.00,41,2,1015.2,11.6,NaN
2025-05-26T08:00,14.8,10.4,66,0.00,67,2,1015.2,12.9,NaN
2025-05-26T09:00,16.5,12.0,57,0.00,93,2,1015.1,14.3,NaN
2025-05-26T10:00,17.6,13.3,49,0.00,100,3,1015.2,15.1,NaN
2025-05-26T11:00,18.4,12.6,43,0.00,100,3,1014.8,15.5,NaN
2025-05-26T12:00,18.4,12.6,43,0.00,96,3,1014.8,15.4,NaN
2025-05-26T13:00,19.1,15.1,42,0.00,100,3,1014.6,15.8,NaN
2025-05-26T14:00,19.1,15.6,41,0.00,100,3,1014.2,15.7,NaN
2025-05-26T15:00,18.9,11.9,40,0.00,100,3,1013.8,16.0,NaN
2025-05-26T16:00,19.7,9.0,37,0.00,100,3,1013.7,17.1,NaN
2025-05-26T17:00,19.4,14.0,36,0.00,100,3,1013.9,15.9,NaN
2025-05-26T18:00,18.4,12.5,38,0.00,100,3,1014.6,15.1,NaN
2025-05-26T19:00,17.7,11.9,44,0.00,100,3,1014.7,14.8,NaN
2025-05-26T20:00,16.9,8.9,48,0.00,82,2,1014.4,14.5,NaN
2025-05-26T21:00,16.7,6.8,51,0.00,100,3,1014.2,14.8,NaN
2025-05-26T22:00,16.5,8.7,52,0.00,100,3,1014.8,14.3,NaN
2025-05-26T23:00,16.1,8.2,53,0.00,100,3,1014.8,14.0,NaN
2025-05-27T00:00,15.4,8.1,62,0.00,100,3,1014.5,13.7,NaN
2025-05-27T01:00,14.9,9.8,68,0.00,97,3,1014.0,13.2,NaN
2025-05-27T02:00,14.2,10.4,71,0.00,98,3,1013.5,12.5,NaN
2025-05-27T03:00,13.7,10.7,73,0.00,100,3,1013.6,11.8,NaN
2025-05-27T04:00,12.9,9.7,76,0.00,99,3,1013.3,11.2,NaN
2025-05-27T05:00,12.5,9.7,79,0.00,94,3,1013.9,10.8,NaN
2025-05-27T06:00,13.6,12.0,76,0.00,49,3,1014.0,11.7,NaN
2025-05-27T07:00,14.3,12.8,74,0.00,100,3,1014.0,12.4,NaN
2025-05-27T08:00,15.0,13.7,72,0.00,100,3,1014.4,13.0,NaN
2025-05-27T09:00,16.9,11.8,65,0.00,100,3,1015.0,15.3,NaN
2025-05-27T10:00,17.3,15.3,64,0.00,100,3,1014.7,15.2,NaN
2025-05-27T11:00,17.3,13.2,67,0.00,100,3,1014.5,15.7,NaN
2025-05-27T12:00,17.1,14.3,70,0.00,100,3,1014.7,15.5,NaN
2025-05-27T13:00,19.0,16.3,61,0.00,100,3,1014.6,17.0,NaN
2025-05-27T14:00,18.4,15.3,65,0.20,100,61,1014.0,16.7,NaN
2025-05-27T15:00,18.3,11.8,69,0.50,100,80,1013.4,17.4,NaN
2025-05-27T16:00,19.1,15.8,65,0.00,100,3,1013.4,17.6,NaN
2025-05-27T17:00,19.4,13.3,64,0.00,100,3,1012.8,18.2,NaN
2025-05-27T18:00,19.6,13.7,65,0.10,100,61,1012.6,18.5,NaN
2025-05-27T19:00,19.5,13.5,66,0.00,100,3,1012.9,18.4,NaN
2025-05-27T20:00,19.1,13.4,67,0.00,100,3,1013.1,18.1,NaN
2025-05-27T21:00,18.4,13.8,69,0.00,100,3,1013.1,17.2,NaN
2025-05-27T22:00,17.7,15.6,71,0.00,94,3,1013.2,16.2,NaN
2025-05-27T23:00,16.8,15.0,74,0.10,100,61,1013.2,15.3,NaN
2025-05-28T00:00,16.5,12.7,74,0.50,100,61,1013.4,15.3,NaN
2025-05-28T01:00,16.0,12.6,77,0.10,100,61,1012.6,14.8,NaN
2025-05-28T02:00,15.6,12.8,78,0.10,100,61,1012.1,14.2,NaN
2025-05-28T03:00,15.1,11.5,79,1.00,100,61,1010.6,13.9,NaN
2025-05-28T04:00,15.0,11.3,81,0.30,100,61,1012.0,13.9,NaN
2025-05-28T05:00,14.7,12.6,83,1.80,100,95,1012.9,13.4,NaN
2025-05-28T06:00,14.9,11.4,83,0.80,100,61,1012.7,13.8,NaN
2025-05-28T07:00,15.4,12.9,81,0.00,100,80,1012.9,14.2,NaN
2025-05-28T08:00,16.8,18.5,75,0.00,100,3,1012.8,14.9,NaN
2025-05-28T09:00,17.2,16.1,76,0.00,100,3,1013.6,15.8,NaN
2025-05-28T10:00,17.9,15.9,73,0.00,100,3,1013.7,16.6,NaN
2025-05-28T11:00,18.5,16.1,70,0.00,92,3,1014.4,17.1,NaN
2025-05-28T12:00,20.4,15.8,65,0.00,100,3,1012.9,19.2,NaN
2025-05-28T13:00,21.2,17.4,56,0.00,100,3,1014.0,19.3,NaN
2025-05-28T14:00,22.0,18.8,52,0.00,100,3,1013.8,20.6,NaN
2025-05-28T15:00,22.3,16.6,50,0.00,100,2,1014.2,20.3,NaN
2025-05-28T16:00,21.8,19.9,47,0.00,98,3,1014.2,18.9,NaN
2025-05-28T17:00,20.9,17.5,50,0.00,45,2,1015.0,18.4,NaN
2025-05-28T18:00,19.6,14.9,53,0.00,87,2,1015.5,17.4,NaN
2025-05-28T19:00,18.8,13.0,53,0.00,51,3,1016.0,16.6,NaN
2025-05-28T20:00,17.8,13.1,57,0.00,83,2,1016.9,15.6,NaN
2025-05-28T21:00,16.7,9.3,59,0.00,80,1,1017.8,15.0,NaN
2025-05-28T22:00,15.8,6.3,63,0.00,30,1,1017.9,14.6,NaN
2025-05-28T23:00,15.0,5.2,68,0.00,0,0,1018.0,14.0,NaN
2025-05-29T00:00,14.1,3.6,71,0.00,100,0,1018.3,13.3,NaN
2025-05-29T01:00,13.7,2.6,75,0.00,85,3,1018.5,13.2,NaN
2025-05-29T02:00,13.5,3.3,77,0.00,59,2,1018.2,12.9,NaN
2025-05-29T03:00,12.7,2.5,80,0.00,89,3,1017.9,12.1,NaN
2025-05-29T04:00,12.6,3.1,80,0.00,89,3,1019.0,11.9,NaN
2025-05-29T05:00,12.8,3.7,80,0.00,38,1,1019.1,12.2,NaN
2025-05-29T06:00,13.6,3.7,79,0.00,100,1,1018.8,13.1,NaN
2025-05-29T07:00,14.9,5.4,73,0.00,80,2,1019.3,14.1,NaN
2025-05-29T08:00,16.8,7.4,61,0.00,44,1,1019.5,15.6,NaN
2025-05-29T09:00,19.5,8.6,48,0.00,94,1,1019.0,18.3,NaN
2025-05-29T10:00,20.9,9.4,51,0.00,100,3,1018.6,20.6,NaN
2025-05-29T11:00,22.6,11.1,49,0.00,93,3,1018.1,22.3,NaN
2025-05-29T12:00,23.6,11.4,48,0.00,99,3,1017.3,22.8,NaN
2025-05-29T13:00,24.3,11.2,46,0.00,100,3,1017.2,23.8,NaN
2025-05-29T14:00,25.0,13.6,44,0.00,92,3,1016.7,23.6,NaN
2025-05-29T15:00,25.5,11.2,41,0.00,91,3,1016.7,24.3,NaN
2025-05-29T16:00,25.6,10.1,41,0.00,93,3,1016.1,24.6,NaN
2025-05-29T17:00,24.9,12.6,45,0.00,97,3,1016.0,23.8,NaN
2025-05-29T18:00,24.0,9.7,46,0.00,39,2,1015.9,23.1,NaN
2025-05-29T19:00,23.4,8.5,48,0.00,42,1,1016.3,22.7,NaN
2025-05-29T20:00,22.4,5.8,54,0.00,0,0,1016.4,22.4,NaN
2025-05-29T21:00,21.3,3.8,63,0.00,0,0,1016.5,22.0,NaN
2025-05-29T22:00,20.3,3.3,67,0.00,0,0,1017.0,21.1,NaN
2025-05-29T23:00,19.4,4.0,72,0.00,0,0,1016.6,20.2,NaN
2025-05-30T00:00,18.2,2.7,79,0.00,0,0,1016.8,19.2,NaN
2025-05-30T01:00,17.5,0.8,82,0.00,0,0,1016.9,18.9,NaN
2025-05-30T02:00,17.0,0.8,85,0.00,0,0,1016.8,18.3,NaN
2025-05-30T03:00,16.6,1.6,87,0.00,0,0,1016.0,17.8,NaN
2025-05-30T04:00,15.9,2.4,91,0.00,0,0,1016.3,17.0,NaN
2025-05-30T05:00,15.5,2.8,91,0.00,0,0,1016.4,16.4,NaN
2025-05-30T06:00,16.8,3.8,81,0.00,0,0,1016.6,17.4,NaN
2025-05-30T07:00,18.5,5.6,74,0.00,0,0,1016.1,18.9,NaN
2025-05-30T08:00,20.5,4.7,66,0.00,0,0,1016.4,21.1,NaN
2025-05-30T09:00,23.0,4.4,55,0.00,0,0,1016.1,24.0,NaN
2025-05-30T10:00,24.6,5.4,51,0.00,0,0,1015.6,26.3,NaN
2025-05-30T11:00,25.9,5.8,48,0.00,0,0,1015.1,28.2,NaN
2025-05-30T12:00,27.4,5.4,46,0.00,9,0,1014.5,30.2,NaN
2025-05-30T13:00,28.5,6.8,44,0.00,24,1,1013.8,31.2,NaN
2025-05-30T14:00,29.4,7.6,41,0.00,9,0,1013.6,31.5,NaN
2025-05-30T15:00,30.4,8.6,35,0.00,0,0,1013.0,31.1,NaN
2025-05-30T16:00,30.6,8.7,33,0.00,0,0,1012.3,30.3,NaN
2025-05-30T17:00,30.4,7.7,37,0.00,79,1,1012.0,30.6,NaN
2025-05-30T18:00,29.7,8.9,36,0.00,28,1,1012.7,29.4,NaN
2025-05-30T19:00,29.0,8.4,34,0.00,11,1,1012.3,28.3,NaN
2025-05-30T20:00,27.8,2.2,41,0.00,66,2,1012.6,28.6,NaN
2025-05-30T21:00,26.1,3.3,55,0.00,48,3,1013.1,27.8,NaN
2025-05-30T22:00,22.5,11.1,68,0.00,0,0,1013.3,23.1,NaN
2025-05-30T23:00,21.0,7.8,73,0.00,0,0,1013.3,21.9,NaN
2025-05-31T00:00,20.2,7.2,73,0.00,41,1,1013.2,20.9,NaN
2025-05-31T01:00,19.6,7.2,70,0.00,100,3,1013.4,19.8,NaN
2025-05-31T02:00,19.1,5.4,68,0.00,100,3,1013.1,19.2,NaN
2025-05-31T03:00,18.3,5.0,71,0.00,56,3,1012.8,18.5,NaN
2025-05-31T04:00,18.1,5.4,71,0.00,100,3,1012.1,18.2,NaN
2025-05-31T05:00,18.1,5.6,70,0.00,55,2,1012.3,18.1,NaN
2025-05-31T06:00,19.0,5.0,73,0.00,100,3,1012.3,19.6,NaN
2025-05-31T07:00,19.8,5.8,71,0.00,100,3,1012.2,20.4,NaN
2025-05-31T08:00,20.9,6.5,69,0.00,96,3,1012.4,21.7,NaN
2025-05-31T09:00,22.8,2.2,70,0.00,86,3,1011.9,24.9,NaN
2025-05-31T10:00,24.7,6.6,63,0.00,98,3,1012.3,26.5,NaN
2025-05-31T11:00,25.4,9.8,56,0.00,95,3,1011.7,26.0,NaN
2025-05-31T12:00,23.7,7.1,67,0.00,100,3,1011.4,25.5,NaN
2025-05-31T13:00,25.0,11.7,66,0.00,100,3,1010.9,26.3,NaN
2025-05-31T14:00,25.4,11.5,66,0.00,100,3,1010.9,26.9,NaN
2025-05-31T15:00,28.4,11.9,50,0.00,100,2,1009.8,29.1,NaN
2025-05-31T16:00,29.2,12.0,47,0.00,29,1,1008.8,29.8,NaN
2025-05-31T17:00,29.3,12.3,49,0.00,85,3,1008.7,30.1,NaN
2025-05-31T18:00,27.7,14.4,60,0.00,100,3,1009.4,29.1,NaN
2025-05-31T19:00,24.2,9.0,60,0.10,100,80,1010.1,24.9,NaN
2025-05-31T20:00,23.3,9.6,62,0.00,100,3,1010.4,23.8,NaN
2025-05-31T21:00,22.4,13.9,65,0.00,100,2,1011.1,22.2,NaN
2025-05-31T22:00,20.9,9.7,63,0.00,95,3,1011.2,20.6,NaN
2025-05-31T23:00,19.9,10.3,64,0.00,90,3,1011.6,19.3,NaN
2025-06-01T00:00,18.7,9.5,67,0.00,100,2,1011.1,18.0,NaN
2025-06-01T01:00,18.3,8.3,66,0.00,90,3,1010.8,17.6,NaN
2025-06-01T02:00,17.6,10.4,66,0.00,81,3,1011.0,16.4,NaN
2025-06-01T03:00,17.2,6.6,69,0.00,100,3,1010.6,16.6,NaN
2025-06-01T04:00,16.7,6.6,72,0.00,100,3,1010.9,16.2,NaN
2025-06-01T05:00,16.3,6.6,77,0.00,96,3,1011.4,16.0,NaN
2025-06-01T06:00,16.7,7.7,72,0.00,100,3,1011.7,16.1,NaN
2025-06-01T07:00,16.7,6.8,72,0.00,100,3,1011.2,16.2,NaN
2025-06-01T08:00,17.0,9.2,73,0.00,99,3,1011.7,16.4,NaN
2025-06-01T09:00,18.5,9.5,67,0.00,100,3,1011.4,17.8,NaN
2025-06-01T10:00,19.5,8.7,61,0.00,100,3,1012.1,18.7,NaN
2025-06-01T11:00,20.8,11.2,57,0.00,98,3,1011.7,20.6,NaN
2025-06-01T12:00,21.9,11.6,52,0.00,100,3,1010.7,21.8,NaN
2025-06-01T13:00,22.6,13.7,48,0.00,100,3,1010.4,21.9,NaN
2025-06-01T14:00,22.7,13.3,46,0.00,100,3,1010.3,20.9,NaN
2025-06-01T15:00,23.1,10.7,42,0.00,98,3,1010.4,21.4,NaN
2025-06-01T16:00,22.9,9.4,46,0.00,100,3,1009.6,21.7,NaN
2025-06-01T17:00,22.6,10.3,44,0.00,100,3,1009.2,21.1,NaN
2025-06-01T18:00,22.3,7.2,45,0.00,100,3,1009.6,21.2,NaN
2025-06-01T19:00,20.6,10.7,56,0.00,83,3,1010.2,19.5,NaN
2025-06-01T20:00,19.9,9.7,57,0.00,91,3,1010.4,18.8,NaN
2025-06-01T21:00,18.7,8.6,65,0.00,62,2,1010.9,18.0,NaN
2025-06-01T22:00,17.9,6.7,71,0.00,96,3,1010.8,17.7,NaN
2025-06-01T23:00,17.5,7.0,71,0.00,91,3,1011.2,17.2,NaN
2025-06-02T00:00,16.5,7.2,72,0.00,55,2,1011.8,15.9,NaN
2025-06-02T01:00,16.1,7.7,71,0.00,85,3,1011.4,15.3,NaN
2025-06-02T02:00,15.9,6.9,72,0.00,100,3,1011.5,15.2,NaN
2025-06-02T03:00,15.6,10.7,67,0.00,72,2,1011.9,13.9,NaN
2025-06-02T04:00,15.0,9.2,68,0.00,95,3,1012.1,13.5,NaN
2025-06-02T05:00,14.7,10.5,71,0.00,96,3,1012.9,13.1,NaN
2025-06-02T06:00,15.2,8.4,67,0.00,68,2,1012.8,13.7,NaN
2025-06-02T07:00,15.7,9.1,66,0.00,54,2,1012.5,14.2,NaN
2025-06-02T08:00,16.7,10.1,62,0.00,57,2,1012.6,15.0,NaN
2025-06-02T09:00,17.9,9.4,54,0.00,83,2,1012.9,16.4,NaN
2025-06-02T10:00,19.1,10.4,48,0.00,58,2,1013.3,17.4,NaN
2025-06-02T11:00,20.0,10.4,44,0.00,61,2,1013.3,18.9,NaN
2025-06-02T12:00,21.1,9.7,40,0.00,93,2,1013.0,20.6,NaN
2025-06-02T13:00,21.2,12.2,41,0.00,78,2,1012.4,19.5,NaN
2025-06-02T14:00,21.8,8.9,36,0.00,65,2,1011.9,19.9,NaN
2025-06-02T15:00,22.3,10.6,35,0.00,81,2,1011.0,19.7,NaN
2025-06-02T16:00,22.3,6.2,33,0.00,12,1,1010.9,20.2,NaN
2025-06-02T17:00,22.2,8.7,30,0.00,68,2,1010.9,19.5,NaN
2025-06-02T18:00,22.0,8.4,32,0.00,46,1,1010.5,19.4,NaN
2025-06-02T19:00,21.4,6.4,31,0.00,0,1,1010.8,18.9,NaN
2025-06-02T20:00,20.7,7.4,36,0.00,46,2,1011.0,18.4,NaN
2025-06-02T21:00,19.6,6.0,41,0.00,4,1,1010.4,17.8,NaN
2025-06-02T22:00,18.5,3.9,50,0.00,13,1,1010.6,17.3,NaN
2025-06-02T23:00,17.7,3.1,56,0.00,0,0,1010.5,17.0,NaN
2025-06-03T00:00,16.5,2.9,64,0.00,0,1,1009.8,16.0,NaN
2025-06-03T01:00,15.9,3.1,68,0.00,0,0,1009.3,15.4,NaN
2025-06-03T02:00,15.3,5.1,67,0.00,0,0,1008.8,14.3,NaN
2025-06-03T03:00,14.2,5.4,73,0.00,0,0,1007.9,13.2,NaN
2025-06-03T04:00,13.8,5.5,72,0.00,0,0,1007.8,12.7,NaN
2025-06-03T05:00,14.0,5.0,68,0.00,5,0,1007.7,12.8,NaN
2025-06-03T06:00,15.1,6.9,67,0.00,45,1,1007.2,13.9,NaN
2025-06-03T07:00,16.6,7.9,63,0.00,7,0,1006.8,15.3,NaN
2025-06-03T08:00,18.4,8.6,60,0.00,57,2,1007.0,17.3,NaN
2025-06-03T09:00,21.3,10.5,43,0.00,100,3,1006.7,19.6,NaN
2025-06-03T10:00,22.5,13.4,39,0.00,44,1,1006.5,21.1,NaN
2025-06-03T11:00,23.0,13.6,40,0.00,100,3,1006.4,22.0,NaN
2025-06-03T12:00,24.0,15.1,40,0.00,85,3,1005.5,23.2,NaN
2025-06-03T13:00,24.4,14.0,37,0.00,90,3,1005.4,23.6,NaN
2025-06-03T14:00,24.8,15.2,35,0.00,64,2,1004.7,23.6,NaN
2025-06-03T15:00,24.6,15.5,33,0.00,64,0,1004.8,22.7,NaN
2025-06-03T16:00,24.4,14.6,31,0.00,0,0,1004.1,21.6,NaN
2025-06-03T17:00,24.1,13.8,29,0.00,0,0,1004.1,20.8,NaN
2025-06-03T18:00,22.9,14.0,38,0.00,11,1,1004.4,20.3,NaN
2025-06-03T19:00,22.1,12.7,41,0.00,41,2,1004.1,19.8,NaN
2025-06-03T20:00,21.0,9.4,46,0.00,53,1,1004.3,19.4,NaN
2025-06-03T21:00,19.5,12.4,46,0.00,6,1,1005.3,17.1,NaN
2025-06-03T22:00,18.2,7.2,51,0.00,17,1,1004.8,16.6,NaN
2025-06-03T23:00,17.3,7.2,53,0.00,28,1,1004.5,15.7,NaN
2025-06-04T00:00,16.4,7.1,56,0.00,0,3,1003.7,14.7,NaN
2025-06-04T01:00,15.3,7.5,61,0.00,100,3,1004.1,13.6,NaN
2025-06-04T02:00,14.6,7.4,67,0.00,100,3,1003.8,13.1,NaN
2025-06-04T03:00,14.6,5.0,70,0.00,100,3,1003.0,13.7,NaN
2025-06-04T04:00,14.4,8.0,72,0.00,100,3,1003.2,13.1,NaN
2025-06-04T05:00,13.7,10.8,75,0.00,100,3,1003.6,11.9,NaN
2025-06-04T06:00,14.4,9.1,74,0.00,100,3,1004.0,13.1,NaN
2025-06-04T07:00,15.2,9.4,74,0.00,98,3,1003.5,14.1,NaN
2025-06-04T08:00,16.5,12.5,71,0.00,99,3,1003.7,15.0,NaN
2025-06-04T09:00,15.5,9.2,74,0.00,100,80,1003.8,14.4,NaN
2025-06-04T10:00,16.2,11.9,72,0.00,100,3,1004.5,14.8,NaN
2025-06-04T11:00,17.5,9.7,67,0.00,99,3,1004.2,16.5,NaN
2025-06-04T12:00,16.3,8.8,76,0.00,98,3,1003.8,15.6,NaN
2025-06-04T13:00,17.0,4.4,72,0.00,98,3,1003.7,16.9,NaN
